,AAPL_MA_PnL,AAPL_BB_PnL,MSFT_MA_PnL,MSFT_BB_PnL,TSLA_MA_PnL,TSLA_BB_PnL,JNJ_MA_PnL,JNJ_BB_PnL,PFE_MA_PnL,PFE_BB_PnL,MRK_MA_PnL,MRK_BB_PnL,JPM_MA_PnL,JPM_BB_PnL,BAC_MA_PnL,BAC_BB_PnL,WFC_MA_PnL,WFC_BB_PnL,XOM_MA_PnL,XOM_BB_PnL,CVX_MA_PnL,CVX_BB_PnL,SLB_MA_PnL,SLB_BB_PnL,PG_MA_PnL,PG_BB_PnL,KO_MA_PnL,KO_BB_PnL,WMT_MA_PnL,WMT_BB_PnL,GC=F_MA_PnL,GC=F_BB_PnL,CL=F_MA_PnL,CL=F_BB_PnL
AAPL_MA_PnL,3.6675560242693694,-0.12519908489099035,0.5421541379691026,-0.6061261386045449,-0.7173523574369832,-0.6234568882429853,-0.050974693954505275,0.2423917020779099,-0.312501629409494,0.34567172643143057,0.37567093930232287,0.0707927865468638,-0.21890034737790523,0.14073403064388876,-0.00698355258952104,0.09122746921597287,-0.14984885808651147,0.08443551629525464,-0.2993841852295491,-0.7692340524872975,-0.6322162598443475,0.568683169664788,-0.3816299807927631,0.2679218233144666,0.05532515720480196,0.14532479590804093,0.1259936165230053,-0.19553850355074642,-0.06699384832798551,-0.2442727751973188,-0.07833564552622443,-0.28606286241864987,0.9534821675612668,0.5570502694042813
AAPL_BB_PnL,-0.12519908489099035,4.44725908514433,1.3021686845485618,0.7557008460266363,0.5196971374224627,0.19062754518684089,0.10658033469780655,0.1765110285683817,-0.18989014215809885,-0.7257073057776409,-0.2638049446584898,-0.22942166497609245,0.39328701269972743,-0.4097718680213329,-0.6473972315481549,-0.4964270713694959,-1.5073582804431414,-1.0970983426889118,0.4638122057346756,-0.2877294127591565,-0.0502399605701176,0.3167818466089119,0.12787689446605835,-0.5410931692314218,-0.05069068462098013,-0.08263869080495366,0.11469108190320162,-0.06343158389180355,0.24234913281011497,-0.39247599213390116,0.274900182772524,0.04009830678588055,-0.818916508632237,-0.36684567229598963
MSFT_MA_PnL,0.5421541379691026,1.3021686845485618,6.47324625883199,0.46056498737024965,-0.3707067346263666,-1.0627843442540879,0.1109088303780356,-0.31786514513851316,-0.07993922580434065,0.5632834496044944,0.024624517506747202,-0.3463545692481453,-0.26245492485003713,-0.18964157204247634,0.09291119167505185,0.47542830987791346,0.38515164688138215,-0.6531047603540299,-0.006062408580260477,0.020258377200704315,-1.229194563738192,-0.5387147482185861,0.7468984203078824,-0.11802002400472865,-1.0475600345863483,0.18137742858072955,0.3492601197366839,0.6115157489062927,-0.5158993707573118,0.05886569628929322,0.047974605188754585,0.0021954699968706323,-0.1455291582914294,0.0006187182312157263
MSFT_BB_PnL,-0.6061261386045449,0.7557008460266363,0.46056498737024965,5.721915262892542,0.49604597580737875,1.1295765475740411,-0.3182979015936791,0.1387296310698487,0.22125420997673126,-0.4858117136860225,1.0686539157517339,-0.010047793892133158,-0.02609127500204167,-0.48207302153533677,-0.14586936482358162,-0.12233517394686388,0.09228930948656511,-0.34595802350887783,0.7071306164725498,0.41020989332331265,-0.01495466990484559,0.5457005927394138,0.10030027998201185,-0.015381106789863604,-0.00973717321314047,-0.24315953662563333,0.05490783778848537,-0.1318505849061873,0.25960346346430385,-0.3180642072170033,0.09157233941546974,0.029403533513343513,0.0003023455518320106,0.8225814733365646
TSLA_MA_PnL,-0.7173523574369832,0.5196971374224627,-0.3707067346263666,0.49604597580737875,16.48833852032304,0.02288784599693233,-0.4588064445938241,-0.30954908431477346,0.3971070958567045,-0.1405311459868123,-0.7678470366497483,-0.07713484791138402,0.8084986831715092,0.37789066560857515,-0.6023919268131083,0.028610902239721202,0.2317570545977811,0.033528323542765866,0.23381355914978857,0.3014110861973855,0.15140275122774563,-0.14308160508055107,1.340365806661719,-0.7317174959251762,0.023574970698164808,0.4940725913127297,1.087989918661583,0.32406524187490154,1.3780987067944666,0.4258293625266056,0.3172338584442811,0.015115100502390785,-1.2368686836975575,4.100162819045965
TSLA_BB_PnL,-0.6234568882429853,0.19062754518684089,-1.0627843442540879,1.1295765475740411,0.02288784599693233,41.761053447014724,0.22325024583317943,-0.21275580797115068,0.2674843575517914,-0.7827795639543503,-0.6251904693030401,-0.16502735670712207,-0.7388702335023694,1.6377899721921523,-0.4441163405045697,-0.993675854902148,0.6615020997977501,1.322904873425056,-0.03460509634138666,1.3912555110725293,0.004988096221531865,-0.7522178832753678,-2.542281966038229,1.2293368308963695,0.38352958462703196,-0.6141469811015957,0.02109566478508533,0.2739622532564122,0.4531308075816146,0.16803544937268036,-0.4352556230276304,0.4058989170631914,2.612401481648075,7.126190332163751
JNJ_MA_PnL,-0.050974693954505275,0.10658033469780655,0.1109088303780356,-0.3182979015936791,-0.4588064445938241,0.22325024583317943,0.9154082054404616,0.16852745541700664,-0.06925621103163884,-0.050180131393378305,-0.34986782837434727,-0.028928830557726794,0.08173657509694808,0.12407647829485495,0.059396233526087715,0.23262576209194394,-0.002185701149065977,-0.13576413027222808,-0.1533974720115823,0.08921578794367863,-0.23350533000053,0.15524977121701042,-0.16957334528772475,-0.30097942352706664,-0.06650002303985615,-0.042948512985008326,0.04238884000971574,-0.03395642211777928,0.06846392060158549,0.1610981869564626,-0.1412370853699184,0.18629416229350035,0.09484950771685849,-0.25934352653552484
JNJ_BB_PnL,0.2423917020779099,0.1765110285683817,-0.31786514513851316,0.1387296310698487,-0.30954908431477346,-0.21275580797115068,0.16852745541700664,2.0767633326360877,0.03008309497726243,0.15294252406308853,0.04059478435541532,0.23796586019703717,0.5226292146788212,0.2801237095116013,-0.21631192878958533,0.3388789468366711,-0.23112946388633965,0.12181077272505726,0.004775846194559115,-0.3877859902441826,-0.22964348634510381,0.4313575845160825,0.04205505406679746,-0.2784546144745871,0.10535487202981791,0.028410235445990296,-0.1953826883715898,-0.3204553526132826,0.23961157045427317,-0.25433264239968684,-0.040278853146755444,-0.05140038161505337,0.2895238154596431,0.3500788318959914
PFE_MA_PnL,-0.312501629409494,-0.18989014215809885,-0.07993922580434065,0.22125420997673126,0.3971070958567045,0.2674843575517914,-0.06925621103163884,0.03008309497726243,1.362529211370244,-0.08015606048652459,0.22870861633757086,-0.32965971741495925,0.44436993038034134,0.4259775836104458,0.07183984161339081,-0.3721628841518166,0.2486321218347858,-0.22333547906691675,0.1480493451524116,0.1872026905710873,0.27593531606710897,0.04565409082084973,0.17239171281433255,0.09874801183093607,0.1560417856151959,-0.04855622913724573,-0.10887774837372984,0.08809307175201615,0.5189574759074567,0.04492481600795722,-0.014711261772661431,0.3177888524525317,0.08822980696834598,0.106990121712076
PFE_BB_PnL,0.34567172643143057,-0.7257073057776409,0.5632834496044944,-0.4858117136860225,-0.1405311459868123,-0.7827795639543503,-0.050180131393378305,0.15294252406308853,-0.08015606048652459,3.5696464169886375,-0.281843105812073,0.02160942113525741,0.22718208715747115,-0.013783544098531405,-0.009484761624747956,-0.30682844696133466,0.48412724244845134,0.07928298027328101,-0.18112365801714278,-0.4357252341217552,-0.24427637916841538,0.228028200179237,-0.10727132382183878,-0.11419367822341053,-0.377743975779757,-0.0038698423283927866,0.16212442633066496,0.05736879897210491,-0.09881829039938998,-0.1712555363171225,0.08527675343152329,-0.011634935117344028,0.19811150230029093,-0.4562970871093326
MRK_MA_PnL,0.37567093930232287,-0.2638049446584898,0.024624517506747202,1.0686539157517339,-0.7678470366497483,-0.6251904693030401,-0.34986782837434727,0.04059478435541532,0.22870861633757086,-0.281843105812073,2.6378905973821674,0.09523893416542364,-0.552391486081404,0.13471568431844252,0.4368284947687404,0.279630002536037,0.00821990489573928,0.17677045582011544,0.5100460453449415,0.18325322239034839,-0.1326271433873388,-0.21481559516827628,-0.42315614204757734,0.8765781126908001,-0.08494836241264375,0.33798786153768445,-0.09847672823289404,-0.0008962946574903087,-0.02973051438856994,0.13754376709602506,0.23418925760743411,-0.2109485004188318,-0.40548229464494506,-0.5931157679267528
MRK_BB_PnL,0.0707927865468638,-0.22942166497609245,-0.3463545692481453,-0.010047793892133158,-0.07713484791138402,-0.16502735670712207,-0.028928830557726794,0.23796586019703717,-0.32965971741495925,0.02160942113525741,0.09523893416542364,3.482204560734786,0.2678113597974585,-0.2884423277266383,0.3731238862833386,0.46400364667558724,0.24678876291186969,-0.2291093561415432,-0.03735131673597012,-0.22428377129635638,0.18840505991269718,0.048451493252364024,0.905961522527319,-0.08595581948418726,-0.3290133432664811,0.3155694531447358,0.1407089742079826,0.2104125373281358,-0.06197861353873999,0.13045560839855047,-0.31610324729541117,0.08582954546701663,0.15824471668629264,-4.255165943288813
JPM_MA_PnL,-0.21890034737790523,0.39328701269972743,-0.26245492485003713,-0.02609127500204167,0.8084986831715092,-0.7388702335023694,0.08173657509694808,0.5226292146788212,0.44436993038034134,0.22718208715747115,-0.552391486081404,0.2678113597974585,4.127424681946904,0.41017454060652125,-0.24791737161036764,-0.05546904686362061,0.26249451657812795,-0.30523557907986926,-0.22369676531407848,-0.12281840294415398,0.4765105848244067,0.6071488848662568,0.16979996845172002,-0.9892281677018578,-0.24352007182354626,0.3767091470692474,0.15405197159121006,-0.026253885238218765,0.11145027676884023,0.13923237396453594,0.04009151698690172,0.24485120801758192,-0.13209254661153355,0.7635438780001614
JPM_BB_PnL,0.14073403064388876,-0.4097718680213329,-0.18964157204247634,-0.48207302153533677,0.37789066560857515,1.6377899721921523,0.12407647829485495,0.2801237095116013,0.4259775836104458,-0.013783544098531405,0.13471568431844252,-0.2884423277266383,0.41017454060652125,7.915026939521282,0.32248850455503264,0.5561247760546317,0.4260381450099851,-0.4820245632234672,-0.4943980533469747,0.7466210540844365,0.17019403226543545,-0.47480319009220034,-0.249426162863051,2.3452579437513412,-0.2337365332118835,-0.13566897490256408,-0.07568247288847894,-0.13054899774317877,-0.14448786429921542,1.162199390762929,0.19423258641419183,0.47244120019057284,0.04446666917015878,3.0707406838292126
BAC_MA_PnL,-0.00698355258952104,-0.6473972315481549,0.09291119167505185,-0.14586936482358162,-0.6023919268131083,-0.4441163405045697,0.059396233526087715,-0.21631192878958533,0.07183984161339081,-0.009484761624747956,0.4368284947687404,0.3731238862833386,-0.24791737161036764,0.32248850455503264,2.7564542382107553,1.265627369842628,0.453273201714549,-0.18847915308824473,0.17280372931819005,-0.2651260520649922,-0.1473461709198263,-0.5082454754106134,-0.15980483060496514,0.615987792766339,-0.278204440955194,0.27336583187263835,-0.09644967467840329,-0.104450822633034,-0.470495582530707,-0.11786876287852097,-0.39276691820215687,0.23415094364839786,0.6650697756847956,-1.7285674146613317
BAC_BB_PnL,0.09122746921597287,-0.4964270713694959,0.47542830987791346,-0.12233517394686388,0.028610902239721202,-0.993675854902148,0.23262576209194394,0.3388789468366711,-0.3721628841518166,-0.30682844696133466,0.279630002536037,0.46400364667558724,-0.05546904686362061,0.5561247760546317,1.265627369842628,9.409972437980196,-0.06689568346820958,0.3215597765384822,0.07789824926694279,-0.3832582842046636,0.2062673187209085,0.704276887058882,0.04824719232134723,0.3101296581616894,0.1950450422740664,-0.20337400837376224,0.040728505222144024,0.033506828181778955,-0.5166523443538654,0.5334716180459355,-0.10107071167075028,-0.25728874523013884,-0.060824019395322934,-2.121953956006862
WFC_MA_PnL,-0.14984885808651147,-1.5073582804431414,0.38515164688138215,0.09228930948656511,0.2317570545977811,0.6615020997977501,-0.002185701149065977,-0.23112946388633965,0.2486321218347858,0.48412724244845134,0.00821990489573928,0.24678876291186969,0.26249451657812795,0.4260381450099851,0.453273201714549,-0.06689568346820958,3.05773301796642,0.1673287181317122,-0.292726321968568,0.04441132660534521,0.04600831037588951,-0.7350064555245744,0.6730797662932654,0.8612727093179854,-0.13927317720357793,0.42216642446680946,0.08720183789952703,0.06534942764878054,0.17411934370567975,-0.12356477947902401,-0.2102789850241509,-0.17891646490769633,0.13918040706154985,-1.1118352560984197
WFC_BB_PnL,0.08443551629525464,-1.0970983426889118,-0.6531047603540299,-0.34595802350887783,0.033528323542765866,1.322904873425056,-0.13576413027222808,0.12181077272505726,-0.22333547906691675,0.07928298027328101,0.17677045582011544,-0.2291093561415432,-0.30523557907986926,-0.4820245632234672,-0.18847915308824473,0.3215597765384822,0.1673287181317122,7.283988416892556,-0.39591308873980996,0.5096478290262126,-0.04444416701283006,0.28291452218890223,0.14852086607227866,0.3687413656909574,0.07272852375069803,-0.07027963102693306,-0.25979263834948035,0.12531186633130934,0.2908020533508525,0.13189753484375277,0.05217836517939175,-0.10276550105160172,0.4187806789078851,3.115845578302927
XOM_MA_PnL,-0.2993841852295491,0.4638122057346756,-0.006062408580260477,0.7071306164725498,0.23381355914978857,-0.03460509634138666,-0.1533974720115823,0.004775846194559115,0.1480493451524116,-0.18112365801714278,0.5100460453449415,-0.03735131673597012,-0.22369676531407848,-0.4943980533469747,0.17280372931819005,0.07789824926694279,-0.292726321968568,-0.39591308873980996,1.902122258992474,-0.1384830584648044,0.2091428111108851,-0.03652814243911611,-0.27699415073204237,-0.12176116449017375,0.11556542656471055,-0.008407999870474662,-0.16641979752353891,-0.039186902286108466,0.20917790835216002,0.15430282440991153,-0.05936848693945344,-0.61797596295736,-0.4832269844176952,-0.26877462535540986
XOM_BB_PnL,-0.7692340524872975,-0.2877294127591565,0.020258377200704315,0.41020989332331265,0.3014110861973855,1.3912555110725293,0.08921578794367863,-0.3877859902441826,0.1872026905710873,-0.4357252341217552,0.18325322239034839,-0.22428377129635638,-0.12281840294415398,0.7466210540844365,-0.2651260520649922,-0.3832582842046636,0.04441132660534521,0.5096478290262126,-0.1384830584648044,4.3612243138655975,-0.4788798229315126,-0.507995133201321,0.057479288047194474,0.35864993577853593,0.05393036574948153,0.0989621413476299,-0.19013637193140637,-0.3689905060827087,-0.24717127118978013,0.3746055381109776,0.2761990665561679,0.025976872293446973,-0.0642896353551447,4.300156503111775
CVX_MA_PnL,-0.6322162598443475,-0.0502399605701176,-1.229194563738192,-0.01495466990484559,0.15140275122774563,0.004988096221531865,-0.23350533000053,-0.22964348634510381,0.27593531606710897,-0.24427637916841538,-0.1326271433873388,0.18840505991269718,0.4765105848244067,0.17019403226543545,-0.1473461709198263,0.2062673187209085,0.04600831037588951,-0.04444416701283006,0.2091428111108851,-0.4788798229315126,2.4796852597199774,0.3633875283823777,0.43901161007096157,-0.4258268276894301,0.01906498003538645,0.16057676580426,0.13349785536058992,-0.14607399369900795,0.17829366523656634,-0.018538058961514933,-0.15747810051102828,-0.03299426339286953,-0.31302763276366286,-0.1418515426284672
CVX_BB_PnL,0.568683169664788,0.3167818466089119,-0.5387147482185861,0.5457005927394138,-0.14308160508055107,-0.7522178832753678,0.15524977121701042,0.4313575845160825,0.04565409082084973,0.228028200179237,-0.21481559516827628,0.048451493252364024,0.6071488848662568,-0.47480319009220034,-0.5082454754106134,0.704276887058882,-0.7350064555245744,0.28291452218890223,-0.03652814243911611,-0.507995133201321,0.3633875283823777,5.8821981515153325,-0.16226759788841466,-0.3858405845487639,0.21672190115763315,0.24351314421032863,0.26389598174656337,-0.17891050027265504,-0.0889056341602947,0.07478354672437063,0.24143172338734964,-0.2285000424204444,0.5997070182671588,1.005102656333756
SLB_MA_PnL,-0.3816299807927631,0.12787689446605835,0.7468984203078824,0.10030027998201185,1.340365806661719,-2.542281966038229,-0.16957334528772475,0.04205505406679746,0.17239171281433255,-0.10727132382183878,-0.42315614204757734,0.905961522527319,0.16979996845172002,-0.249426162863051,-0.15980483060496514,0.04824719232134723,0.6730797662932654,0.14852086607227866,-0.27699415073204237,0.057479288047194474,0.43901161007096157,-0.16226759788841466,4.669750747825707,-0.35773857982185864,-0.08875399743930283,0.2288274736365774,0.00920872759666315,0.6494548548664287,0.6146319376668622,0.538485665139243,-0.4449264035352891,0.15104769268045456,-0.004031045705350041,0.7507973758051488
SLB_BB_PnL,0.2679218233144666,-0.5410931692314218,-0.11802002400472865,-0.015381106789863604,-0.7317174959251762,1.2293368308963695,-0.30097942352706664,-0.2784546144745871,0.09874801183093607,-0.11419367822341053,0.8765781126908001,-0.08595581948418726,-0.9892281677018578,2.3452579437513412,0.615987792766339,0.3101296581616894,0.8612727093179854,0.3687413656909574,-0.12176116449017375,0.35864993577853593,-0.4258268276894301,-0.3858405845487639,-0.35773857982185864,9.349613388943892,-0.4449214154150099,-0.05440546795898018,0.1481945643431446,0.009931510526875229,0.14437907454934298,0.8086373526248228,-0.2010888207520323,0.09400407516663238,0.28807732856383167,4.7748714615433805
PG_MA_PnL,0.05532515720480196,-0.05069068462098013,-1.0475600345863483,-0.00973717321314047,0.023574970698164808,0.38352958462703196,-0.06650002303985615,0.10535487202981791,0.1560417856151959,-0.377743975779757,-0.08494836241264375,-0.3290133432664811,-0.24352007182354626,-0.2337365332118835,-0.278204440955194,0.1950450422740664,-0.13927317720357793,0.07272852375069803,0.11556542656471055,0.05393036574948153,0.01906498003538645,0.21672190115763315,-0.08875399743930283,-0.4449214154150099,1.211540084606696,-0.01657331509773721,0.02998384357798259,0.22854090573654154,0.16096570536709504,-0.06338896252115367,0.13679753235213346,-0.2167166901023107,0.22179063143324537,0.9002937077200903
PG_BB_PnL,0.14532479590804093,-0.08263869080495366,0.18137742858072955,-0.24315953662563333,0.4940725913127297,-0.6141469811015957,-0.042948512985008326,0.028410235445990296,-0.04855622913724573,-0.0038698423283927866,0.33798786153768445,0.3155694531447358,0.3767091470692474,-0.13566897490256408,0.27336583187263835,-0.20337400837376224,0.42216642446680946,-0.07027963102693306,-0.008407999870474662,0.0989621413476299,0.16057676580426,0.24351314421032863,0.2288274736365774,-0.05440546795898018,-0.01657331509773721,1.951481939320545,0.40585217103369986,0.18733655464668983,0.2172217883402122,-0.04035179457462088,0.03957204582919306,-0.0735955687169888,0.023577059060437333,-0.6509263708353674
KO_MA_PnL,0.1259936165230053,0.11469108190320162,0.3492601197366839,0.05490783778848537,1.087989918661583,0.02109566478508533,0.04238884000971574,-0.1953826883715898,-0.10887774837372984,0.16212442633066496,-0.09847672823289404,0.1407089742079826,0.15405197159121006,-0.07568247288847894,-0.09644967467840329,0.040728505222144024,0.08720183789952703,-0.25979263834948035,-0.16641979752353891,-0.19013637193140637,0.13349785536058992,0.26389598174656337,0.00920872759666315,0.1481945643431446,0.02998384357798259,0.40585217103369986,1.67900527465048,0.11616878161877817,-0.10405834837246204,-0.053265247416689934,0.09906975720827915,-0.23756310954883353,0.07657181530372059,0.6483404503389056
KO_BB_PnL,-0.19553850355074642,-0.06343158389180355,0.6115157489062927,-0.1318505849061873,0.32406524187490154,0.2739622532564122,-0.03395642211777928,-0.3204553526132826,0.08809307175201615,0.05736879897210491,-0.0008962946574903087,0.2104125373281358,-0.026253885238218765,-0.13054899774317877,-0.104450822633034,0.033506828181778955,0.06534942764878054,0.12531186633130934,-0.039186902286108466,-0.3689905060827087,-0.14607399369900795,-0.17891050027265504,0.6494548548664287,0.009931510526875229,0.22854090573654154,0.18733655464668983,0.11616878161877817,1.955232895198762,0.20038111818642035,0.027759009395120743,0.10223046477749373,0.09127567594507814,-0.04426756095671706,-0.9312567407105314
WMT_MA_PnL,-0.06699384832798551,0.24234913281011497,-0.5158993707573118,0.25960346346430385,1.3780987067944666,0.4531308075816146,0.06846392060158549,0.23961157045427317,0.5189574759074567,-0.09881829039938998,-0.02973051438856994,-0.06197861353873999,0.11145027676884023,-0.14448786429921542,-0.470495582530707,-0.5166523443538654,0.17411934370567975,0.2908020533508525,0.20917790835216002,-0.24717127118978013,0.17829366523656634,-0.0889056341602947,0.6146319376668622,0.14437907454934298,0.16096570536709504,0.2172217883402122,-0.10405834837246204,0.20038111818642035,2.393914602086162,0.08766083424398205,0.012227082118611125,-0.03048001699646103,-0.3268083245382957,0.8136965734790783
WMT_BB_PnL,-0.2442727751973188,-0.39247599213390116,0.05886569628929322,-0.3180642072170033,0.4258293625266056,0.16803544937268036,0.1610981869564626,-0.25433264239968684,0.04492481600795722,-0.1712555363171225,0.13754376709602506,0.13045560839855047,0.13923237396453594,1.162199390762929,-0.11786876287852097,0.5334716180459355,-0.12356477947902401,0.13189753484375277,0.15430282440991153,0.3746055381109776,-0.018538058961514933,0.07478354672437063,0.538485665139243,0.8086373526248228,-0.06338896252115367,-0.04035179457462088,-0.053265247416689934,0.027759009395120743,0.08766083424398205,4.243481701587262,-0.15608710167334006,0.033146716135028356,-0.05690452078409334,-0.10059595317778684
GC=F_MA_PnL,-0.07833564552622443,0.274900182772524,0.047974605188754585,0.09157233941546974,0.3172338584442811,-0.4352556230276304,-0.1412370853699184,-0.040278853146755444,-0.014711261772661431,0.08527675343152329,0.23418925760743411,-0.31610324729541117,0.04009151698690172,0.19423258641419183,-0.39276691820215687,-0.10107071167075028,-0.2102789850241509,0.05217836517939175,-0.05936848693945344,0.2761990665561679,-0.15747810051102828,0.24143172338734964,-0.4449264035352891,-0.2010888207520323,0.13679753235213346,0.03957204582919306,0.09906975720827915,0.10223046477749373,0.012227082118611125,-0.15608710167334006,0.9400710010227394,0.30779881894082606,-0.14330587346532048,0.5666330545079445
GC=F_BB_PnL,-0.28606286241864987,0.04009830678588055,0.0021954699968706323,0.029403533513343513,0.015115100502390785,0.4058989170631914,0.18629416229350035,-0.05140038161505337,0.3177888524525317,-0.011634935117344028,-0.2109485004188318,0.08582954546701663,0.24485120801758192,0.47244120019057284,0.23415094364839786,-0.25728874523013884,-0.17891646490769633,-0.10276550105160172,-0.61797596295736,0.025976872293446973,-0.03299426339286953,-0.2285000424204444,0.15104769268045456,0.09400407516663238,-0.2167166901023107,-0.0735955687169888,-0.23756310954883353,0.09127567594507814,-0.03048001699646103,0.033146716135028356,0.30779881894082606,2.2662233848156865,0.20917311111942372,-0.737518003305483
CL=F_MA_PnL,0.9534821675612668,-0.818916508632237,-0.1455291582914294,0.0003023455518320106,-1.2368686836975575,2.612401481648075,0.09484950771685849,0.2895238154596431,0.08822980696834598,0.19811150230029093,-0.40548229464494506,0.15824471668629264,-0.13209254661153355,0.04446666917015878,0.6650697756847956,-0.060824019395322934,0.13918040706154985,0.4187806789078851,-0.4832269844176952,-0.0642896353551447,-0.31302763276366286,0.5997070182671588,-0.004031045705350041,0.28807732856383167,0.22179063143324537,0.023577059060437333,0.07657181530372059,-0.04426756095671706,-0.3268083245382957,-0.05690452078409334,-0.14330587346532048,0.20917311111942372,3.6705602770925743,-0.4233675914314633
CL=F_BB_PnL,0.5570502694042813,-0.36684567229598963,0.0006187182312157263,0.8225814733365646,4.100162819045965,7.126190332163751,-0.25934352653552484,0.3500788318959914,0.106990121712076,-0.4562970871093326,-0.5931157679267528,-4.255165943288813,0.7635438780001614,3.0707406838292126,-1.7285674146613317,-2.121953956006862,-1.1118352560984197,3.115845578302927,-0.26877462535540986,4.300156503111775,-0.1418515426284672,1.005102656333756,0.7507973758051488,4.7748714615433805,0.9002937077200903,-0.6509263708353674,0.6483404503389056,-0.9312567407105314,0.8136965734790783,-0.10059595317778684,0.5666330545079445,-0.737518003305483,-0.4233675914314633,84.3990148407452
